,County,State,Rank,Population,latitude,longitude
2045,Ashland County,OH,940,"52,962",40.856291,-82.2732848
2046,Ashtabula County,OH,585,"100,389",41.71542438,-80.75526469
2047,Athens County,OH,818,"64,304",39.34998267,-82.019879
2048,Auglaize County,OH,1051,"45,831",40.55041173,-84.178999
2049,Belmont County,OH,763,"69,671",40.04885664,-80.92520704
2050,Brown County,OH,1077,"44,381",38.90523983,-83.86693717
2051,Butler County,OH,178,"370,589",39.4373768,-84.5584766
2052,Carroll County,OH,1463,"28,587",40.57890388,-81.1170585
2053,Champaign County,OH,1180,"39,565",40.141391,-83.7567115
2054,Clark County,OH,454,"137,206",39.9356521,-83.8374398
2055,Clermont County,OH,319,"199,085",39.02216365,-84.16115947
2056,Clinton County,OH,1132,"41,886",39.40400027,-83.78979836
2057,Columbiana County,OH,560,"106,507",40.77680238,-80.7770391
2058,Coshocton County,OH,1253,"36,779",40.3155412,-81.8694298
2059,Crawford County,OH,1116,"42,849",40.85825867,-82.90276711
2060,Cuyahoga County,OH,30,"1,265,111",41.43178738,-81.67109314
2061,Darke County,OH,946,"52,507",40.16622707,-84.6140664
2062,Defiance County,OH,1205,"38,677",41.34387638,-84.51267988
2063,Delaware County,OH,348,"181,061",40.2675004,-82.9973776
2064,Erie County,OH,717,"76,398",41.38901663,-82.572842
2065,Fairfield County,OH,425,"147,474",39.75860513,-82.6134606
2066,Fayette County,OH,1455,"28,880",39.605,-83.50757075
2067,Franklin County,OH,34,"1,195,537",40.001573,-82.867437
2068,Fulton County,OH,1122,"42,513",41.61297588,-84.17931725
2069,Gallia County,OH,1416,"30,708",38.85109267,-82.309321
2070,Geauga County,OH,618,"93,680",41.50230883,-81.16119092
2071,Greene County,OH,382,"163,587",39.69872358,-83.90796225
2072,Guernsey County,OH,1175,"39,817",39.99563736,-81.47829564
2073,Hamilton County,OH,74,"802,038",39.1691008,-84.6223505
2074,Hancock County,OH,722,"75,671",40.97772033,-83.66906725
2075,Hardin County,OH,1398,"31,627",40.6652024,-83.6874528
2076,Harrison County,OH,2062,"15,714",40.28349827,-81.09415682
2077,Henry County,OH,1491,"28,045",41.3215355,-84.05941442
2078,Highland County,OH,1111,"42,998",39.18358275,-83.64214988
2079,Hocking County,OH,1440,"29,273",39.48142475,-82.4265055
2080,Holmes County,OH,1110,"43,025",40.57171433,-81.93086358
2081,Huron County,OH,872,"59,280",41.1521019,-82.5824547
2082,Jackson County,OH,1356,"32,954",39.06023125,-82.5997895
2083,Jefferson County,OH,777,"68,389",40.38071591,-80.77051926
2084,Knox County,OH,852,"60,705",40.3820077,-82.3814955
2085,Lake County,OH,280,"229,582",41.69672663,-81.28874913
2086,Lawrence County,OH,839,"62,109",38.5670353,-82.4983148
2087,Licking County,OH,374,"167,537",40.04018522,-82.51692217
2088,Logan County,OH,1058,"45,474",40.3897065,-83.75715057
2089,Lorain County,OH,216,"301,478",41.34852523,-82.11790308
2090,Lucas County,OH,154,"437,998",41.60134909,-83.71183391
2091,Madison County,OH,1108,"43,053",39.85564433,-83.39232783
2092,Mahoning County,OH,275,"235,145",41.00064641,-80.76989647
2093,Marion County,OH,793,"66,238",40.58771733,-83.14572211
2094,Medina County,OH,359,"173,684",41.10955277,-81.90655792
2095,Meigs County,OH,1659,"23,593",39.06700227,-81.96358573
2096,Mercer County,OH,1156,"40,875",40.4804788,-84.623585
2097,Miami County,OH,568,"103,060",40.05455708,-84.25199185
2098,Monroe County,OH,2138,"14,549",39.73413492,-81.07620046
2099,Montgomery County,OH,121,"534,325",39.8089177,-84.3241871
2100,Morgan County,OH,2115,"14,911",39.588976,-81.861444
2101,Morrow County,OH,1301,"34,938",40.52524322,-82.79479644
2102,Muskingum County,OH,656,"85,950",39.95462124,-81.98379012
2103,Noble County,OH,2134,"14,579",39.7709565,-81.46471917
2104,Ottawa County,OH,1144,"41,339",41.57628219,-83.10031494
2105,Paulding County,OH,1863,"19,295",41.10439644,-84.57490344
2106,Perry County,OH,1276,"36,015",39.72262464,-82.24270527
2107,Pickaway County,OH,900,"56,399",39.66512022,-83.052762
2108,Pike County,OH,1469,"28,480",39.06026125,-83.08521088
2109,Portage County,OH,389,"161,451",41.1764204,-81.1900706
2110,Preble County,OH,1132,"41,886",39.7616975,-84.5971871
2111,Putnam County,OH,1322,"34,198",41.02321243,-84.16083986
2112,Richland County,OH,497,"122,673",40.76683725,-82.507406
2113,Ross County,OH,705,"77,429",39.35541845,-82.99180636
2114,Sandusky County,OH,855,"60,510",41.36421538,-83.179071
2115,Scioto County,OH,701,"78,477",38.79893386,-82.965225
2116,Seneca County,OH,902,"56,018",41.13068344,-83.13159331
2117,Shelby County,OH,996,"49,167",40.35298218,-84.17687136
2118,Stark County,OH,176,"374,868",40.786686,-81.37927281
2119,Summit County,OH,119,"540,811",41.12514044,-81.4943505
2120,Trumbull County,OH,304,"207,406",41.29004061,-80.74761322
2121,Tuscarawas County,OH,627,"92,392",40.48142745,-81.4648181
2122,Union County,OH,944,"52,715",40.26862338,-83.38320913
2123,Van Wert County,OH,1458,"28,744",40.83814133,-84.613097
2124,Vinton County,OH,2227,"13,239",39.25715686,-82.47095671
2125,Warren County,OH,289,"217,241",39.41371033,-84.14602042
2126,Washington County,OH,845,"61,475",39.46753771,-81.44345457
2127,Wayne County,OH,526,"114,848",40.83598675,-81.84937369
2128,Williams County,OH,1232,"37,513",41.5765668,-84.5792397
2129,Wood County,OH,482,"128,200",41.36489396,-83.61117115
2130,Wyandot County,OH,1704,"22,607",40.864648,-83.30147875
2131,Adair County,OK,1720,"22,286",35.96871225,-94.59726675
2132,Alfalfa County,OK,2792,"5,666",36.644656,-98.31166613
2133,Atoka County,OK,2179,"14,007",34.3379798,-96.0536462
2134,Beaver County,OK,2798,"5,591",36.82801775,-100.601403
2135,Beckham County,OK,1685,"23,081",35.25787125,-99.730901
2136,Blaine County,OK,2455,"9,785",35.98087738,-98.45227563
2137,Bryan County,OK,1101,"43,399",33.9746585,-96.3101412
2138,Caddo County,OK,1433,"29,678",35.14527817,-98.364663
2139,Canadian County,OK,499,"122,560",35.5298,-97.91949625
2140,Carter County,OK,1010,"48,085",34.2138145,-97.237847
2141,Cherokee County,OK,1009,"48,150",35.86855871,-95.008997
2142,Choctaw County,OK,2094,"15,182",34.022815,-95.663671
2143,Cimarron County,OK,3016,"2,385",36.800899,-102.5605063
2144,Cleveland County,OK,252,"265,638",35.1972835,-97.3790475
2145,Coal County,OK,2763,"5,963",34.578403,-96.31742667
2146,Comanche County,OK,487,"126,390",34.61732933,-98.44285133
2147,Cotton County,OK,2748,"6,155",34.292582,-98.32667933
2148,Craig County,OK,2126,"14,748",36.747062,-95.17776275
2149,Creek County,OK,756,"70,651",35.94649067,-96.32180483
2150,Custer County,OK,1467,"28,536",35.61388417,-98.881462
2151,Delaware County,OK,1141,"41,441",36.35424933,-94.76379717
2152,Dewey County,OK,2853,"4,783",35.99437625,-99.06518825
2153,Ellis County,OK,2894,"4,104",36.287953,-99.73812775
2154,Garfield County,OK,848,"61,189",36.39714325,-97.82093438
2155,Garvin County,OK,1521,"27,297",34.75125838,-97.28243238
2156,Grady County,OK,937,"53,118",35.02946375,-97.91859988
2157,Grant County,OK,2868,"4,516",36.748945,-97.796079
2158,Greer County,OK,2753,"6,082",34.92809767,-99.474073
2159,Harmon County,OK,2985,"2,906",34.73133,-99.872868
2160,Harper County,OK,2931,"3,676",36.784608,-99.72292867
2161,Haskell County,OK,2246,"12,938",35.223502,-95.07035075
2162,Hughes County,OK,2184,"13,836",35.1053552,-96.2010002
2163,Jackson County,OK,1551,"26,237",34.617304,-99.39929322
2164,Jefferson County,OK,2733,"6,377",34.11504975,-97.90096075
2165,Johnston County,OK,2358,"11,003",34.300724,-96.66929483
2166,Kay County,OK,1051,"45,831",36.808109,-97.18112771
2167,Kingfisher County,OK,2106,"15,005",35.9136442,-97.8837308
2168,Kiowa County,OK,2492,"9,310",34.91147886,-98.99816957
2169,Latimer County,OK,2355,"11,019",34.89215067,-95.19620567
2170,Le Flore County,OK,981,"49,873",35.02082373,-94.7047506
2171,Lincoln County,OK,1323,"34,189",35.6972109,-96.8846166
2172,Logan County,OK,1093,"43,666",35.96043113,-97.41214563
2173,Love County,OK,2467,"9,558",33.91846167,-97.223383
2174,McClain County,OK,1285,"35,613",36.345514,-98.32702017
2175,McCurtain County,OK,1348,"33,203",33.994429,-96.737341
2176,McIntosh County,OK,1806,"20,584",36.347303,-95.1628575
2177,Major County,OK,2629,"7,683",35.04401229,-97.37360014
2178,Marshall County,OK,2050,"15,957",33.98136171,-94.905628
2179,Mayes County,OK,1148,"41,168",35.4197515,-95.56635225
2180,Murray County,OK,2201,"13,663",34.50243667,-97.04443267
2181,Muskogee County,OK,758,"70,596",35.6316566,-95.4015881
2182,Noble County,OK,2326,"11,522",36.39862483,-97.248302
2183,Nowata County,OK,2389,"10,611",36.8248626,-95.6266422
2184,Okfuskee County,OK,2282,"12,358",35.4499914,-96.3773144
2185,Oklahoma County,OK,81,"741,781",35.54436183,-97.38823192
2186,Okmulgee County,OK,1179,"39,625",35.57447129,-95.95828557
2187,Osage County,OK,1015,"47,917",36.53326592,-96.39054158
2188,Ottawa County,OK,1384,"32,236",36.85253889,-94.827738
2189,Pawnee County,OK,2014,"16,474",36.30088833,-96.59746067
2190,Payne County,OK,702,"78,399",36.11113483,-96.931897
2191,Pittsburg County,OK,1067,"45,048",34.91465955,-95.69251009
2192,Pontotoc County,OK,1224,"37,958",34.7539202,-96.6195824
2193,Pottawatomie County,OK,755,"70,760",35.15775522,-96.93813422
2194,Pushmataha County,OK,2345,"11,205",34.317121,-95.492356
2195,Roger Mills County,OK,2924,"3,774",35.64732975,-99.63891625
2196,Rogers County,OK,645,"88,367",36.358129,-95.60933429
2197,Seminole County,OK,1589,"25,450",35.15160475,-96.61047775
2198,Sequoyah County,OK,1143,"41,398",35.45209063,-94.7207285
2199,Stephens County,OK,1071,"44,779",34.5047612,-97.8667788
2200,Texas County,OK,1753,"21,498",36.71214071,-101.3433441
2201,Tillman County,OK,2613,"7,822",34.39467867,-99.00853533
2202,Tulsa County,OK,107,"613,816",36.11704617,-95.95714458
2203,Wagoner County,OK,729,"75,030",35.94021383,-95.510978
2204,Washington County,OK,960,"51,633",36.64072867,-95.92148317
2205,Washita County,OK,2322,"11,622",35.30137589,-99.07446344
2206,Woods County,OK,2530,"8,832",36.724994,-98.8570086
2207,Woodward County,OK,1810,"20,548",36.4473948,-99.367608
2208,Baker County,OR,2052,"15,909",44.68571364,-117.6273726
2209,Benton County,OR,655,"86,430",44.5114316,-123.4335358
2210,Clackamas County,OR,175,"383,857",45.306108,-122.380926
2211,Clatsop County,OR,1239,"37,301",46.00729057,-123.9091256
2212,Columbia County,OR,995,"49,286",45.91890775,-122.986219
2213,Coos County,OR,835,"62,534",43.18302356,-124.1848754
2214,Crook County,OR,1795,"20,729",44.15331675,-120.4523868
2215,Curry County,OR,1721,"22,248",42.61879625,-124.3633121
2216,Deschutes County,OR,387,"162,277",44.06254683,-121.1731153
2217,Douglas County,OR,553,"107,164",43.27263096,-123.3646171
2218,Gilliam County,OR,3059,"1,953",45.420401,-120.2075873
2219,Grant County,OR,2654,"7,317",44.49370722,-119.0862531
2220,Harney County,OR,2659,"7,212",43.4229675,-119.026016
2221,Hood River County,OR,1708,"22,584",45.6114865,-121.6701643
2222,Jackson County,OR,305,"206,412",42.45278386,-122.7870185
2223,Jefferson County,OR,1740,"21,749",44.5756398,-121.342536
2224,Josephine County,OR,672,"82,930",42.3252592,-123.4983316
2225,Klamath County,OR,801,"65,912",42.55999638,-121.6585705
2226,Lake County,OR,2621,"7,771",42.7727564,-120.5148524
2227,Lane County,OR,188,"354,542",44.00039557,-123.1797334
2228,Lincoln County,OR,1045,"46,151",44.67455459,-123.9475481
2229,Linn County,OR,513,"118,360",44.492972,-122.7928365
2230,Malheur County,OR,1417,"30,630",43.79681362,-117.5570601
2231,Marion County,OR,204,"319,985",44.94656625,-122.7039458
2232,Morrow County,OR,2341,"11,244",45.4757154,-119.6693242
2233,Multnomah County,OR,76,"759,256",45.52961883,-122.3967002
2234,Polk County,OR,719,"76,353",44.92615414,-123.3239027
2235,Sherman County,OR,3073,"1,732",45.4193498,-120.7165032
2236,Tillamook County,OR,1599,"25,287",45.42268307,-123.8873759
2237,Umatilla County,OR,713,"76,820",45.70663579,-118.7216037
2238,Union County,OR,1576,"25,759",45.31806271,-117.9618891
2239,Wallowa County,OR,2697,"6,821",45.5355872,-117.2037758
2240,Wasco County,OR,1586,"25,487",45.38555333,-121.2282623
2241,Washington County,OR,114,"547,672",45.5572185,-123.042134
2242,Wheeler County,OR,3088,"1,424",44.78445,-120.0198687
2243,Yamhill County,OR,589,"100,255",45.2256007,-123.1981477
2244,Adams County,PA,578,"101,482",39.90616171,-77.20257988
2245,Allegheny County,PA,31,"1,229,338",40.39030309,-80.04820448
2246,Armstrong County,PA,775,"68,409",40.78618237,-79.48307284
2247,Beaver County,PA,364,"170,245",40.6918268,-80.3209537
2248,Bedford County,PA,994,"49,324",40.08183784,-78.44706156
2249,Berks County,PA,166,"413,491",40.4196793,-75.88236155
2250,Blair County,PA,485,"127,121",40.4346755,-78.37783571
2251,Bradford County,PA,831,"62,792",41.78569217,-76.56729367
2252,Bucks County,PA,103,"627,053",40.31351211,-75.07617066
2253,Butler County,PA,341,"184,970",40.918469,-79.90858413
2254,Cambria County,PA,444,"141,584",40.50689307,-78.70133042
2255,Cameron County,PA,2841,"4,939",41.463938,-78.2182485
2256,Carbon County,PA,811,"65,006",40.89610519,-75.72963513
2257,Centre County,PA,406,"155,171",40.88370492,-77.74960272
2258,Chester County,PA,128,"506,575",39.99231549,-75.73091558
2259,Clarion County,PA,1178,"39,646",41.177049,-79.43501143
2260,Clearfield County,PA,681,"81,184",40.94015229,-78.48121465
2261,Clinton County,PA,1182,"39,517",41.15715317,-77.50920675
2262,Columbia County,PA,789,"66,887",41.00874169,-76.39447492
2263,Crawford County,PA,649,"87,598",41.66269188,-80.18579553
2264,Cumberland County,PA,273,"238,614",40.18989618,-77.14998312
2265,Dauphin County,PA,245,"269,665",40.46020275,-76.77301506
2266,Delaware County,PA,110,"561,098",39.91487767,-75.36025757
2267,Elk County,PA,1401,"31,550",41.3897635,-78.63529025
2268,Erie County,PA,236,"280,646",41.99825874,-80.13097658
2269,Fayette County,PA,459,"135,660",39.95611293,-79.72887245
2270,Forest County,PA,2630,"7,667",41.48225833,-79.25718567
2271,Franklin County,PA,418,"151,275",39.95036339,-77.68074255
2272,Fulton County,PA,2124,"14,772",39.936287,-78.051822
2273,Greene County,PA,1217,"38,085",39.8744144,-80.05439187
2274,Huntingdon County,PA,1049,"45,943",40.34751387,-78.01715433
2275,Indiana County,PA,646,"88,218",40.63266565,-79.069938
2276,Jefferson County,PA,1072,"44,764",41.07861318,-78.93302309
2277,Juniata County,PA,1612,"24,904",40.56200917,-77.33325483
2278,Lackawanna County,PA,294,"214,477",41.44852855,-75.6503897
2279,Lancaster County,PA,123,"526,823",40.0604692,-76.24492646
2280,Lawrence County,PA,636,"89,871",40.99012382,-80.39009891
2281,Lebanon County,PA,462,"135,251",40.32337612,-76.40068188
2282,Lehigh County,PA,187,"355,245",40.60381109,-75.5655977
2283,Luzerne County,PA,203,"321,027",41.15205311,-75.98343832
2284,Lycoming County,PA,519,"117,168",41.27674688,-76.9266665
2285,McKean County,PA,1105,"43,127",41.85504347,-78.58025227
2286,Mercer County,PA,522,"115,655",41.30920665,-80.2930859
2287,Mifflin County,PA,1032,"46,773",40.56091655,-77.67532936
2288,Monroe County,PA,368,"168,798",41.06467055,-75.34210627
2289,Montgomery County,PA,71,"808,460",40.20275439,-75.33431539
2290,Montour County,PA,1905,"18,356",41.0096225,-76.6503575
2291,Northampton County,PA,219,"299,267",40.75971305,-75.32682553
2292,Northumberland County,PA,615,"94,428",40.90367805,-76.65692258
2293,Perry County,PA,1054,"45,701",40.42687785,-77.19033785
2294,Philadelphia County,PA,22,"1,547,607",40.001811,-75.11787
2295,Pike County,PA,893,"56,899",41.3638575,-74.994252
2296,Potter County,PA,1944,"17,577",41.77828983,-77.9012455
2297,Schuylkill County,PA,430,"147,063",40.73221511,-76.23264409
2298,Snyder County,PA,1176,"39,672",40.778159,-77.01875833
2299,Somerset County,PA,709,"76,957",40.01498915,-79.03142744
2300,Sullivan County,PA,2727,"6,461",41.478581,-76.4572205
2301,Susquehanna County,PA,1118,"42,696",41.82449529,-75.69359593
2302,Tioga County,PA,1121,"42,577",41.87497713,-77.21187693
2303,Union County,PA,1070,"44,952",40.9541205,-76.98115475
2304,Venango County,PA,921,"54,272",41.37419045,-79.77966818
2305,Warren County,PA,1150,"41,146",41.85346653,-79.27648107
2306,Washington County,PA,301,"208,716",40.17654416,-80.12848169
2307,Wayne County,PA,955,"51,955",41.55938972,-75.28834972
2308,Westmoreland County,PA,183,"363,395",40.31861844,-79.53978194
2309,Wyoming County,PA,1488,"28,125",41.518148,-75.90802557
2310,York County,PA,155,"437,846",39.91737992,-76.70117203
2311,Bristol County,RI,998,"49,144",41.71386225,-71.28378025
2312,Kent County,RI,381,"164,843",41.67662283,-71.582624
2313,Newport County,RI,674,"82,036",41.53674671,-71.26674543
2314,Providence County,RI,101,"628,323",41.88526048,-71.53040097
2315,Washington County,RI,488,"125,946",41.44650733,-71.63194038
2316,Abbeville County,SC,1604,"25,101",34.2571918,-82.4671762
2317,Aiken County,SC,384,"162,812",33.51880638,-81.70667294
2318,Allendale County,SC,2444,"9,988",33.004915,-81.2635332
2319,Anderson County,SC,335,"189,355",34.52791327,-82.64948664
2320,Bamberg County,SC,2059,"15,763",33.17777825,-81.0687915
2321,Barnwell County,SC,1722,"22,212",33.318709,-81.376907
2322,Beaufort County,SC,371,"168,049",32.4150499,-80.7092219
2323,Berkeley County,SC,334,"189,781",33.18214753,-79.94785973
2324,Calhoun County,SC,2116,"14,910",33.633524,-80.787987
2325,Charleston County,SC,182,"365,162",32.82236579,-79.95205614
2326,Cherokee County,SC,906,"55,662",35.05751,-81.5640115
2327,Chester County,SC,1374,"32,546",34.692049,-81.022589
2328,Chesterfield County,SC,1047,"46,103",34.67298286,-80.20833743
2329,Clarendon County,SC,1317,"34,357",33.685547,-80.1911428
2330,Colleton County,SC,1214,"38,153",32.875592,-80.64562417
2331,Darlington County,SC,779,"68,139",34.330535,-79.9985796
2332,Dillon County,SC,1403,"31,446",34.42829088,-79.358026
2333,Dorchester County,SC,441,"142,496",33.1108835,-80.46385113
2334,Edgefield County,SC,1548,"26,347",33.74976233,-81.89005233
2335,Fairfield County,SC,1671,"23,363",34.34851567,-81.13153317
2336,Florence County,SC,452,"137,948",33.97766944,-79.73501544
2337,Georgetown County,SC,861,"60,189",33.4671595,-79.252183
2338,Greenville County,SC,142,"467,605",34.90777667,-82.38382625
2339,Greenwood County,SC,762,"69,756",34.15870483,-82.15699617
2340,Hampton County,SC,1796,"20,726",32.78548336,-81.14525691
2341,Horry County,SC,234,"282,285",33.9038897,-78.9230284
2342,Jasper County,SC,1571,"25,833",32.3769712,-81.0125332
2343,Kershaw County,SC,838,"62,343",34.35169557,-80.65838129
2344,Lancaster County,SC,696,"79,089",34.72025025,-80.699067
2345,Laurens County,SC,794,"66,223",34.42382086,-81.98676071
2346,Lee County,SC,1890,"18,654",34.13887967,-80.19698033
2347,Lexington County,SC,244,"270,406",33.90071055,-81.26957627
2348,McCormick County,SC,2447,"9,943",34.1110085,-79.35861833
2349,Marion County,SC,1379,"32,457",34.62662,-79.6520285
2350,Marlboro County,SC,1487,"28,145",33.7685186,-82.2286616
2351,Newberry County,SC,1229,"37,576",34.28534144,-81.55741333
2352,Oconee County,SC,734,"74,627",34.76686264,-83.06482873
2353,Orangeburg County,SC,631,"91,476",33.43054713,-80.7893728
2354,Pickens County,SC,510,"119,670",34.82314788,-82.75502213
2355,Richland County,SC,170,"393,830",34.02446233,-81.00502822
2356,Saluda County,SC,1843,"19,893",33.94112425,-81.71232575
