County,State,Rank,Population,latitude,longitude,distance_100000,distance_300000,distance_500000,distance_1000000
Calloway County,KY,1228,37655.0,36.63919443,-88.25519957,79.29843184,142.086477433,142.086477433,279.502052184
Campbell County,KY,633,90908.0,39.02043875,-84.40494563,12.8850049974,25.0223602071,25.0223602071,171.311864024
Carlisle County,KY,2835,5034.0,36.84246667,-89.00404167,149.845460501,201.275913877,201.275913877,224.492709645
Carroll County,KY,2367,10900.0,38.66926425,-85.04988175,42.1917174587,66.7362646751,66.7362646751,239.326526736
Carter County,KY,1517,27348.0,38.29116356,-83.08289322,124.070276065,126.700508526,165.578554605,190.797828985
Casey County,KY,2041,16082.0,37.258536,-84.89102167,91.4225403397,91.4225403397,127.373862089,351.781340014
Christian County,KY,726,75427.0,36.82137411,-87.50923078,43.858159216,95.2981630086,95.2981630086,310.31555737
Clark County,KY,1282,35787.0,37.966709,-84.159245,29.2375032522,29.2375032522,133.016521049,252.101802526
Clay County,KY,1751,21556.0,37.149394,-83.7581435,115.754284532,115.754284532,205.224238024,325.982649977
Clinton County,KY,2417,10285.0,36.748735,-85.1586605,112.73499095,136.216030638,155.692555813,412.830686442
Crittenden County,KY,2495,9280.0,37.31285,-88.149208,90.6121154696,174.118804776,174.118804776,231.612287191
Cumberland County,KY,2698,6819.0,36.8282394,-85.4460132,85.857857438,136.455414433,136.455414433,418.040047093
Daviess County,KY,599,97847.0,37.72332633,-87.08214167,51.9470553353,139.560572885,139.560572885,290.542148284
Edmonson County,KY,2294,12071.0,37.23051529,-86.26286229,32.326084158,121.778381554,121.778381554,378.796186468
Elliott County,KY,2618,7780.0,38.131568,-83.079708,124.053458524,124.053458524,176.909488399,208.412961821
Estill County,KY,2140,14493.0,37.709292,-83.96152767,57.3957711242,57.3957711242,158.50368474,271.609657144
Fayette County,KY,211,305489.0,38.016674,-84.486043,0.0,0.0,103.821126043,261.160575695
Fleming County,KY,2136,14560.0,38.341213,-83.67842033,79.4041136516,79.4041136516,123.200210263,197.201662211
Floyd County,KY,1197,38949.0,37.49810018,-82.73122764,116.055609439,164.997098664,248.471271851,259.126501901
Franklin County,KY,984,49804.0,38.228115,-84.869708,41.0197036605,41.0197036605,67.0376632251,262.188581557
Fulton County,KY,2720,6525.0,36.547805,-89.144572,156.223621656,166.26050344,166.26050344,249.087356873
Gallatin County,KY,2566,8479.0,38.74213267,-84.859701,26.5028092121,51.6720624947,51.6720624947,221.402711456
Garrard County,KY,1989,16913.0,37.64273533,-84.518918,41.6054537723,41.6054537723,118.561353621,298.547178421
Grant County,KY,1621,24485.0,38.65348933,-84.63200917,35.4445904325,57.2461137443,57.2461137443,213.415451472
Graves County,KY,1230,37544.0,36.75189392,-88.6670345,118.143566495,180.9567599,180.9567599,248.222828832
Grayson County,KY,1565,25964.0,37.46913383,-86.34566983,38.1482512813,106.180588333,106.180588333,361.402814212
Green County,KY,2338,11315.0,37.3153435,-85.5666885,55.8123490913,103.065716092,103.065716092,379.587861975
Greenup County,KY,1255,36707.0,38.58096857,-82.83541171,121.301074169,157.386716058,157.741198874,157.741198874
Hancock County,KY,2552,8677.0,37.827685,-86.80275125,69.7416760248,112.358327575,112.358327575,309.882183186
Hardin County,KY,556,107025.0,37.67853823,-86.00322415,0.0,70.4423729177,70.4423729177,374.952372616
Harlan County,KY,1466,28543.0,36.86412365,-83.22605346,88.7232149537,107.652813171,262.119839573,319.779763674
Harrison County,KY,1892,18624.0,38.399515,-84.335117,44.50392624,44.50392624,89.0033796237,218.411726536
Hart County,KY,1904,18366.0,37.2696775,-85.86758333,46.9374343696,109.882072186,109.882072186,400.200950135
Henderson County,KY,1040,46513.0,37.79486757,-87.59365286,21.4177698567,178.997074568,178.997074568,245.790019262
Henry County,KY,2087,15318.0,38.45870491,-85.142894,45.7732434641,49.2819864082,49.2819864082,260.639860682
Hickman County,KY,2856,4754.0,36.7067435,-89.040687,149.341005078,186.125473205,186.125473205,236.553898594
Hopkins County,KY,1035,46718.0,37.2768324,-87.5293528,78.892410876,136.808433215,136.808433215,278.158936162
Jackson County,KY,2222,13331.0,37.40696186,-83.99011571,80.5710722015,80.5710722015,171.966954274,304.124747205
Jefferson County,KY,78,750828.0,38.24233463,-85.63519488,0.0,0.0,0.0,308.892715236
Jessamine County,KY,988,49635.0,37.89227267,-84.63591433,19.0828303519,19.0828303519,95.9114872454,279.871390545
Johnson County,KY,1669,23383.0,37.8364617,-82.812871,125.340220516,148.456813227,216.316715841,240.404154898
Kenton County,KY,388,161711.0,38.97419583,-84.54136717,0.0,22.7443733971,22.7443733971,183.700739655
Knott County,KY,2037,16124.0,37.33237,-82.92964967,106.17281973,156.907154649,252.020054986,279.772182499
Knox County,KY,1396,31735.0,36.8732146,-83.859691,90.1623250958,90.1623250958,218.397771179,357.898240309
Larue County,KY,2165,14151.0,37.4944595,-85.67420175,35.5234160348,83.0805677898,83.0805677898,370.085785413
Laurel County,KY,870,59462.0,37.12445867,-84.10812017,104.501917175,104.501917175,183.130271496,337.17868766
Lawrence County,KY,2053,15848.0,38.122912,-82.74426233,110.403949071,153.291718565,200.540771195,208.834943918
Lee County,KY,2626,7706.0,37.59794333,-83.68926783,84.1613107393,84.1613107393,185.443361466,276.21267482
Leslie County,KY,2349,11170.0,37.09108894,-83.40071711,115.002333995,122.709099033,234.92009134,326.40936638
Letcher County,KY,1646,23952.0,37.14102654,-82.82339492,83.086837552,153.7549409,274.613163509,275.968311812
Lewis County,KY,2185,13835.0,38.531584,-83.32240067,90.9843745278,116.767168973,133.201112738,167.854982871
Lincoln County,KY,1626,24461.0,37.43061117,-84.66411,66.9153334023,66.9153334023,124.193440432,325.359703499
Livingston County,KY,2479,9423.0,37.17850986,-88.35072157,113.166236283,178.052336313,178.052336313,228.550908949
Logan County,KY,1541,26646.0,36.83149683,-86.85030717,42.9600770721,69.4621964316,69.4621964316,355.915694671
Lyon County,KY,2574,8351.0,37.059111,-88.084921,92.0204490034,151.237509773,151.237509773,254.66899748
McCracken County,KY,806,65549.0,37.69168633,-84.22566333,42.7346749818,42.7346749818,138.115198912,282.226758112
McCreary County,KY,1917,18069.0,37.6945922,-83.016586,134.167191029,134.167191029,215.510303914,256.430938465
McLean County,KY,2472,9506.0,37.58214988,-85.30877125,62.2267576292,78.6985773711,78.6985773711,342.202165453
Madison County,KY,664,84786.0,36.91463425,-88.31245575,96.9046290002,159.278506954,159.278506954,252.45966399
Magoffin County,KY,2238,13041.0,37.8154896,-82.5707686,107.246713332,169.885570435,233.682242323,241.915191283
Marion County,KY,1836,20090.0,38.6363162,-83.8580048,50.2761219561,88.0153413679,88.8497190009,173.983616365
Marshall County,KY,1406,31344.0,37.057252,-88.7617765,139.342165814,202.027997633,202.027997633,215.364556311
Martin County,KY,2257,12743.0,36.749504,-84.4850605,92.6310215778,92.6310215778,194.406631265,387.658861997
Mason County,KY,1951,17512.0,37.52118817,-87.25301783,58.7521133381,151.984855026,151.984855026,285.81163858
Meade County,KY,1444,29237.0,37.97238771,-86.23939614,38.6792930417,60.8756721944,60.8756721944,353.390414033
Menifee County,KY,2743,6220.0,37.95940825,-83.606243,77.5481868696,77.5481868696,160.854364849,235.573594413
Mercer County,KY,1771,21261.0,37.80815767,-84.831561,38.1945554368,38.1945554368,85.4473343527,297.165023674
Metcalfe County,KY,2446,9969.0,36.9977334,-85.6643894,65.2208756345,131.548072487,131.548072487,413.122989594
Monroe County,KY,2372,10821.0,36.7077212,-85.758247,63.3166486912,105.647790477,105.647790477,444.381596705
Montgomery County,KY,1533,26902.0,38.01075433,-83.85541567,55.3830255118,55.3830255118,144.908407399,236.996960136
Morgan County,KY,2200,13668.0,37.957875,-83.16912675,115.87094958,115.87094958,184.71085155,228.381994846
Muhlenberg County,KY,1408,31181.0,37.22289929,-87.09869486,69.0388819498,116.392918903,116.392918903,313.695622592
Nelson County,KY,1080,44319.0,37.79359344,-85.43806089,51.4276802678,52.731122325,52.731122325,331.347614286
Nicholas County,KY,2683,7000.0,38.318959,-83.9405965,58.3996327907,58.3996327907,111.442062667,208.557146604
Ohio County,KY,1641,24075.0,37.45411182,-86.82076182,66.6513072515,136.167003479,136.167003479,323.500484607
Oldham County,KY,847,61412.0,38.39628333,-85.46408967,20.6575278852,22.7138775012,22.7138775012,286.465054555
Owen County,KY,2377,10765.0,38.547668,-84.91087233,48.3025797985,69.6827339494,71.781539983,239.039699374
Owsley County,KY,2857,4722.0,37.42742233,-83.679146,96.6328500377,96.6328500377,194.49362562,294.343919878
Pendleton County,KY,2132,14604.0,38.713202,-84.39896333,31.5009814351,54.1903057331,54.1903057331,194.631389795
Perry County,KY,1482,28241.0,37.26705132,-83.21130776,115.098371236,139.925275413,239.454416172,305.027535421
Pike County,KY,819,64178.0,37.47176298,-82.35154637,107.854110901,197.604480389,226.53105799,226.53105799
Powell County,KY,2274,12483.0,37.82863267,-83.77952967,65.532301215,65.532301215,165.970666288,253.861545454
Pulaski County,KY,824,63593.0,37.06246522,-84.62039111,106.56899717,106.56899717,158.642683854,360.267366387
Robertson County,KY,3037,2188.0,38.531698,-84.035565,55.530240225,69.4409876716,87.1867774185,191.808764639
Rockcastle County,KY,1981,17006.0,37.35215175,-84.3199705,75.1962789704,75.1962789704,152.247658626,320.107544135
Rowan County,KY,1665,23447.0,38.1725264,-83.416412,95.4083650055,95.4083650055,152.485957272,208.53533788
Russell County,KY,1952,17497.0,36.9821765,-85.097139,111.449909029,126.895315859,147.710931205,387.494645665
Scott County,KY,999,49057.0,38.30988833,-84.60121233,34.0757407052,34.0757407052,90.7853907651,240.259589711
Shelby County,KY,1096,43614.0,38.1996508,-85.2132682,37.2498832286,37.2498832286,37.2498832286,284.926573257
Simpson County,KY,1946,17538.0,36.740598,-86.583305,29.4931123282,61.0815345184,61.0815345184,381.241377173
Spencer County,KY,1958,17416.0,38.0262265,-85.2736215,39.7528878953,39.7528878953,39.7528878953,302.497384938
Taylor County,KY,1617,24691.0,37.34610067,-85.25832333,75.4882478442,100.896375866,104.867095436,360.778234099
Todd County,KY,2264,12651.0,36.84600314,-87.16558557,50.4562231412,79.3124782987,79.3124782987,332.303020428
Trigg County,KY,2142,14447.0,36.8777225,-87.7734775,59.0819628764,117.003772618,117.003772618,288.642469845
Trimble County,KY,2535,8787.0,38.6452065,-85.3541015,31.9160204605,51.0110757533,51.0110757533,262.003131193
Union County,KY,2119,14850.0,37.6317246,-87.9293902,50.5597261697,188.987612213,188.987612213,227.318818401
Warren County,KY,520,117110.0,36.95925371,-86.39533586,0.0,89.4527227554,89.4527227554,382.427092193
Washington County,KY,2308,11833.0,37.77718,-85.1498825,64.1543503677,64.1543503677,66.9492151934,316.50656497
Wayne County,KY,1787,20824.0,36.8338815,-84.8218725,119.045805183,119.045805183,172.053829963,390.836095358
Webster County,KY,2209,13583.0,37.51753513,-87.72913963,53.9536609346,168.809019547,168.809019547,248.983624675
Whitley County,KY,1288,35499.0,36.77011267,-84.10131917,80.6833695276,80.6833695276,212.341810069,374.542040725
Wolfe County,KY,2662,7164.0,37.751153,-83.5316354,88.9816415072,88.9816415072,183.945501498,256.386237948
Woodford County,KY,1606,25077.0,38.0722985,-84.727847,22.1051534824,22.1051534824,81.7327084027,267.975606302
Acadia Parish,LA,841,61912.0,30.2471799,-92.428736,81.0555606905,135.561530173,271.580219715,271.580219715
Allen Parish,LA,1584,25539.0,30.66358613,-92.88511038,60.2924725197,174.711694262,245.543006897,245.543006897
Ascension Parish,LA,533,112286.0,30.2129611,-90.9165649,0.0,41.6434201995,414.337142602,414.337142602
Assumption Parish,LA,1689,23026.0,29.96644183,-91.06709483,30.9413630923,66.3963625028,397.255023258,397.255023258
Avoyelles Parish,LA,1138,41632.0,31.0601705,-92.01079221,54.7656925043,105.701546975,339.98276249,339.98276249
Beauregard Parish,LA,1270,36281.0,30.65565043,-93.216286,46.9872563617,206.377293717,217.07553347,217.07553347
Bienville Parish,LA,2170,14076.0,32.3511365,-93.0566595,55.6259295209,273.813633175,274.728588099,343.669307274
Bossier Parish,LA,501,122197.0,32.58112686,-93.58249071,0.0,219.151305676,219.151305676,291.463166285
Caddo Parish,LA,257,257093.0,32.68272823,-93.91532692,0.0,186.070697592,186.070697592,259.49684631
Calcasieu Parish,LA,326,194493.0,30.23443978,-93.27072411,0.0,180.300767886,193.107158156,193.107158156
Caldwell Parish,LA,2443,10004.0,32.0473845,-92.158722,31.6308250986,194.444646223,365.693949517,389.950888149
Cameron Parish,LA,2708,6702.0,29.815113,-93.1959625,47.0396690903,170.085728518,190.953942317,190.953942317
Catahoula Parish,LA,2416,10292.0,31.7596702,-91.8243526,37.6835432401,150.84086386,394.915360041,394.915360041
Claiborne Parish,LA,1992,16828.0,32.811797,-92.949056,64.6725503596,222.202397777,266.831967819,349.609564785
Concordia Parish,LA,1822,20365.0,31.50506267,-91.65228167,61.3730822693,118.240275165,393.420890146,393.420890146
De Soto Parish,LA,1531,26963.0,32.08627011,-93.80150278,58.6220557347,230.589358078,230.589358078,281.511752956
East Baton Rouge Parish,LA,150,444526.0,30.565379,-91.0665602,0.0,0.0,407.058291677,407.058291677
East Carroll Parish,LA,2638,7526.0,32.783861,-91.2413985,91.0908773854,237.110222186,293.643838774,508.708667853
East Feliciana Parish,LA,1840,20008.0,30.85175633,-91.0799845,31.7751034202,31.7751034202,414.177134933,414.177134933
Evangeline Parish,LA,1334,33710.0,30.74400888,-92.39739663,54.8050305119,129.083520357,291.714935855,291.714935855
Franklin Parish,LA,1809,20561.0,32.0850785,-91.68814917,61.5698083169,178.580176215,381.701786986,426.751987236
Grant Parish,LA,1727,22068.0,31.58258829,-92.56001914,38.0340094151,181.741554494,327.516823918,327.516823918
Iberia Parish,LA,737,73999.0,29.9785498,-91.7863032,87.7716030292,95.0169584914,328.152774043,328.152774043
Iberville Parish,LA,1347,33228.0,30.29555089,-91.27787778,35.9576509826,36.1511772161,381.272988143,381.272988143
Jackson Parish,LA,2030,16216.0,32.300065,-92.572684,46.0296189568,239.775869076,318.645020018,382.467844089
Jefferson Parish,LA,156,433676.0,29.8217742,-90.1176624,0.0,0.0,519.359224741,488.28543534
Jefferson Davis Parish,LA,1404,31432.0,30.30033786,-92.79845757,46.0279692306,168.947076237,238.654816029,238.654816029
Lafayette Parish,LA,283,227055.0,31.7672858,-92.2220318,0.0,172.893138721,365.294329209,365.294329209
Lafourche Parish,LA,602,97029.0,30.19026543,-92.06219343,104.342942122,104.342942122,304.898066166,304.898066166
LaSalle Parish,LA,2113,14927.0,29.5801027,-90.4445924,30.5530083777,41.4562164797,457.026952566,457.026952566
Lincoln Parish,LA,1028,46953.0,32.5847266,-92.6791102,48.735043181,241.464653149,298.195068564,375.962304728
Livingston Parish,LA,474,131942.0,30.46089678,-90.76753678,0.0,30.9511567519,432.776953569,432.776953569
Madison Parish,LA,2290,12154.0,32.387097,-91.1404965,73.2175884785,202.11008932,330.354665676,488.089029066
Morehouse Parish,LA,1510,27559.0,32.78514983,-91.734585,49.3323374581,222.322588767,316.174595014,463.393486265
Natchitoches Parish,LA,1184,39436.0,31.71697487,-93.088497,74.9621690655,231.251837809,301.730023144,301.730023144
Orleans Parish,LA,179,369250.0,29.958304,-90.077,0.0,0.0,504.795435778,492.634605901
Ouachita Parish,LA,405,155363.0,32.5288695,-92.16440575,0.0,241.375905332,346.174381053,424.645636003
Plaquemines Parish,LA,1647,23921.0,29.46768091,-89.62454,61.8095946876,61.8095946876,527.00082724,537.082043836
Pointe Coupee Parish,LA,1699,22726.0,30.680887,-91.54551347,47.6729916229,47.6729916229,366.001747795,366.001747795
Rapides Parish,LA,472,132373.0,31.21946526,-92.55438821,0.0,159.668174167,303.829075469,303.829075469
Red River Parish,LA,2523,8983.0,32.0427435,-93.316384,64.748565569,269.626805773,270.329153136,316.925844133
Richland Parish,LA,1782,20921.0,32.4272414,-91.7411,41.3557754083,216.156222971,350.447299788,447.387202715
Sabine Parish,LA,1632,24325.0,31.60177789,-93.566048,105.125780454,239.132056865,263.331433655,263.331433655
St. Bernard Parish,LA,1137,41635.0,29.9110662,-89.9071996,17.2100821302,17.2100821302,499.587291973,508.827144684
St. Charles Parish,LA,945,52681.0,29.94217727,-90.38182291,23.2211910638,28.7975939697,463.158649211,463.158649211
St. Helena Parish,LA,2353,11071.0,30.6666435,-90.727153,23.1361809994,34.4259182013,441.308875595,441.308875595
St. James Parish,LA,1743,21722.0,30.0314095,-90.78226513,18.2958251749,65.2065976395,425.176639814,425.176639814
St. John the Baptist Parish,LA,1073,44758.0,30.58492793,-92.00206964,87.9609606988,89.764689501,321.047984616,321.047984616
St. Landry Parish,LA,669,83662.0,30.22215075,-91.8435865,83.8095754162,83.8095754162,326.240653295,326.240653295
St. Martin Parish,LA,943,52726.0,29.75334367,-91.40601233,66.4861997657,95.7734154338,363.6340186,363.6340186
St. Mary Parish,LA,928,53697.0,30.47448433,-89.96532317,49.52466487,58.223084858,452.987740868,508.97307769
St. Tammany Parish,LA,271,239453.0,30.0426102,-90.593011,0.0,50.6572267962,443.47205874,443.47205874
Tangipahoa Parish,LA,495,123441.0,30.65047871,-90.4397925,0.0,60.8383613497,467.766752092,467.766752092
Tensas Parish,LA,2840,4954.0,31.921022,-91.28975067,89.8740243123,151.801288973,383.69914744,446.87519929
Terrebonne Parish,LA,538,111893.0,29.55375,-90.7584447,0.0,68.7680283056,426.77748289,426.77748289
Union Parish,LA,1714,22419.0,32.83713533,-92.46286167,44.1836464191,211.322117185,310.508745318,395.120443814
Vermilion Parish,LA,878,58723.0,29.95792214,-92.20822057,106.906246389,128.85901287,287.39632981,287.39632981
